id_producto,producto,proveedor,categoria
7450143162527,Mayonesa Original Kris de 60 gr,Kris,Mayonesa
7450152206495,Avena InstantÃ¡neas Princesa Bolsa de 300 gr,Princesa,Avena Instantanea
7392493469855,Agua con Gas Vital 600 ml,Vital,Agua con Gas
7392495370399,Cappuccino Original NescafÃ© Sobre 20 g 6 u,NescafÃ©,Cafe
7392496844959,Palitos Salados con Queso Bread King 120 g,Bread King,Palitos de Queso
7392503562399,Jugo Tampico Citrus Punch 3 l,Tampico,Jugo de Fruta
7392503922847,Jugo Naranja Del Valle 1 l,Del Valle,Jugo de Fruta
7392581976223,Amarula Crema y Amarula 750 ml,Amarula,Licor
7392583286943,AtÃºn en Aceite Grated A1 de 170g,A1,Atun en Aceite
7392583352479,AtÃºn en Aceite Trozos A1 140 g,A1,Atun en Aceite
7392583450783,AtÃºn en Aceite Filetes A1 170 g,A1,Atun en Aceite
7392583843999,AtÃºn Lomito en Agua Real 354 g,Real,Atun en Agua
7392583876767,AtÃºn Lomitos Ahumados Robinson Crusoe 160 g,Robinson Crusoe,Atun
7392583909535,AtÃºn Lomitos con Aceite Robinson Crusoe 160 g,Robinson Crusoe,Atun en Aceite
7392612876447,Pan Integal Vikinger,Vikinger,Pan
7436947456159,Pipoca Mantequilla Extra Act II de 99 gr,Act II,Pipoca
7436950929567,Gaseosa Papaya cero Azucar La CabaÃ±a de 2000 ml,La CabaÃ±a,Gaseosa
7436952731807,Papas Fritas Lays de 40 gr,Lays,Papas Fritas
7436952764575,Agua sin Gas Mendocina de 1000 ml,Mendocina,Agua sin Gas
7436953059487,Tortilla de Harina Integral Don Taco de 240 gr,Don Taco,Tortilla integral
7436955943071,Sopa Instantanea Lunch Maruchan sabor Carne de Res de 64 gr,Maruchan,Sopa
7436958662815,Tableta para Mosquitos Rapida Accion Raid de 12 Uni,Raid,Tableta para Mosquitos
7436958761119,Hamburguesa Fridogrill Fridosa de 113 gr 6 Uni,Fridosa,Hamburguesa
7436959350943,Galleta Doblon Costa de 30 Uni 420 gr,Costa,Galletas
7436959580319,Agua Sport Villa Santa de 600 ml,Villa Santa,Agua
7436959744159,Avena Instantanea Quaker de 700 gr,Quaker,Avena Instantanea
7436960727199,Galleta Clasica Chokis de 240 gr,Chokis,Galleta
7436960858271,Pan Molde Integral Bimbo de 350 gr,Bimbo,Pan Molde
7436961087647,Gaseosa sabor Uva Fanta 2000 ml,Fanta,Gaseosa
7436961153183,Galleta Mini Festival La Francesa de 50 gr,La Francesa,Galleta
7436961448095,Tabletas para Mosquitos Tyson de 12 Uni,Tyson,Tabletas para Mosquitos
7436962136223,Helado en Barrita de Crema Aguila Arcor de 34 gr,Arcor,Helado
7436962726047,Gaseosa sabor Papaya La CabaÃ±a de 500 ml,La CabaÃ±a,Gaseosa
7436962889887,Jamon Sandwichero Sofia de 250 gr,Sofia,Jamon
7436962955423,Toallas Femenina Antibacterial Invisible Rapigel Nosotras de 10 Uni,Nosotras,Toallas Femeninas
7436963086495,Sopa Instantanea sabor Carne Ajinomen Ajinomoto de 51 gr,Ajinomen,Sopa
7436963741855,Galletas Saladas sabor Pizza Saladix de 30 gr,Saladix,Galleta
7436964298911,Nachos Mexicanos Guadalaja de 50 gr,Guadalajara,Nachos
7436966559903,Gaseosa sabor Limonada Mendocina de 330 ml,Mendocina,Gaseosa
7436977209503,Toallas Humedas Premium Babysec de 80 Uni,Babysec,Toallas Humedas
7436977242271,Toallas Humedas Aloe Natural PequeÃ±in de 50 Uni,PequeÃ±in,Toallas Humedas
7436977602719,Toallas Humedas Recien Nacido Huggies de 80 Uni,Huggies,Toallas Humedas
7436977635487,Toallas Humedas Recien Nacido PequeÃ±in de 40 Uni,PequeÃ±in,Toallas Humedas
7450143260831,CuÃ±ape Surtidos Pan Hogar de 100 gr,Pan Hogar,CuÃ±ape
7450145390751,Palitos Integrales Europan,Europan,Palitos Integrales
7450145456287,Empanadas Morenas Pan Aleman de 4 Uni,Pan Aleman,Empanadas Morenas
7450149879967,Morenitas Integrales de 350 gr,Vikinger,Morenitas Integrales
7450150600863,CuÃ±ape Surtidos Bread King de 25 Uni,Bread King,CuÃ±ape
7453763600543,Te con Canela Ceylan de 20 Uni,Ceylan,Te
7453763731615,Cerveza Pilsener PaceÃ±a de 235 ml,PaceÃ±a,Cerveza
10483734970527,Tai TÃ© Negro Y Frutos Rojos 250 mL,Tai,Te
7392605601951,Leche Descremada Calcifem 800 ml,Pil,Leche Descremeda
7392629391519,Yogurt Pil Sabor Durazno 1000 ml,Pil,Yogurt
7392626606239,Chocolate en Polvo Toddy 200 g,Toddy,Chocolate en Polvo
7392626737311,Chocolate en Polvo Toddy 800 g,Toddy,Chocolate en Polvo
7436954861727,Chocolate en Polvo Toddy de 560 gr,Toddy,Chocolate en Polvo
7436963119263,Cafe Instantaneo Descafeinado Colcafe de 85 gr,Colcafe,Cafe
7392502808735,Gelatina Naranja Kris 230 g,Kris,Gelatina
7392502939807,Gelatina Piña Kris 230 g,Kris,Gelatina
7436950405279,Avena Instantanea Princesa de 350 gr,Princesa,Avena Instantanea
7436951486623,Cerveza Huari de Chocolate de 330 ml,Huari,Huari
10717330243743,Sardina Aceite Vegetal,Fidalga,Sardina en Lata
10717330342047,Sardina en Aceite Ramirez,Fidalga,Sardina en Lata
10717331587231,Pescado en Lata San Lucas,Fidalga,Pescado en Lata
7392612745375,Pan Hamburguesa Fidalga 8 u,Fidalga,Pan para Hamburguesa
7436944244895,Gaseosa Pepsi de 500 ml,Pepsi,Gaseosa
7436960039071,Gaseosa sabor Papaya Salvietti de 600 ml,Salvetti,Gaseosa
7436961710239,Gaseosa sabor Pomelo Mendocina de 330 ml,Mendocina,Gaseosa
7436953125023,Nuggets Dinos Sofia de 500 gr,Sofia,Nuggets
7436983238815,Mortadela Primavera en Barra Sofia de 500 gr,Sofia,Mortadela
10628754636959,Insecticida Baygon Bristar,Fidalga,
7392596131999,Dulce de Leche Granja de Oro 250 g,Granja de Oro,Dulce de Leche
7392600621215,Galletas 7 Semillas HogareÃ±as 189 g,HogareÃ±as,Galletas
7392604946591,Leche Chocolatada Pil en Caja 1050 l,Pil,Leche Chocolatada
7392605405343,Leche de Soya Original Soy 946 ml,Pil,Leche de Soya
7392605470879,Leche de Soya de Chocolate Ades 1 l,Ades,Leche de Soya
7392605536415,Leche de Soya de Vainilla Ades 1 l,Ades,Leche de Soya
7392605634719,Leche Deslactosada En Polvo Pil 760 g,Pil,Leche en Polvo
7392605929631,Leche de Frutilla Delizia 946 ml,Delizia,Leche de Frutilla
7392608518303,Mermelada de Ciruela Arcor 454 g,Arcor,Mermelada
7392611958943,Detergente Ola Futuro 5 l,Ola,Detergente Liquido
7392612155551,Limpia Vidrios Ola Maximus LimÃ³n 900 g,Ola,Limpia Vidrios
7392612221087,Lustra Muebles Flores Ola 3 En 1 850 ml,Ola,Lustra Muebles
7392614252703,Papas Fritas Lays 105 g,Lays,Papa Frita
7392617595039,Patito Detergente Bebe 640 g,Patito,Detergente de Ropa
7392617660575,Patito Detergente Limon 1600 g,Patito,Detergente de Ropa
7392622215327,Papel Higienico Scott Doble Hoja 12 u,Scott,Papel Higienico
7392622739615,Papel Toalla Multiuso Scott 2 rollos,Scott,Servilletas
7392623100063,Servilletas de Papel Hoja MÃ¡xima Suavidad Elite 400 Uni.,Elite,Servilletas
7392623296671,PaÃ±o Reutilizable Scott Duramax 3 u,Scott,Servilletas
7392623624351,Servilletas de Papel Scott Elegance 50 u,Scott,Servilletas
7392624509087,Singani Casa Real Tradicional 750 ml,Casa Real,Singani
7392624541855,Singani Tres Estrella 750 ml,Tres Estrella,Singani
7392624869535,Sopa de Pollo Picante Maruchan 85 g,Maruchan,Sopa Instantanea
7392624967839,Sopa con Verduras Ajinomen 80 g,Ajinomen,Sopa Instantanea
7392625066143,Sopa de Gallina Maruchan 85 g,Maruchan,Sopa Instantanea
7392625164447,Sopa InstantÃ¡nea de Carne Ajinomen 86 g,Ajinomen,Sopa Instantanea
7392625361055,Gaseosa Sprite Original 500 Ml,Sprite,Gaseosa
7392627130527,Vinagre de Alcohol Favinco 500 ml,Favinco,Vinagre
7392627196063,Vinagre de Manzana Favinco 500 ml,Favinco,Vinagre
7436941754527,Agua sin Gas Vital de 600 ml,Vital,Agua sin Gas
7436941852831,Sante Plus con Colageno sabor Limon de 500 ml,Sante,Rehidratante
7436941918367,Sante Plus de Naranja y Limon de 500 ml,Sante,Rehidratante
7436942082207,Juguito de Durazno Pil de 150 ml,Pil,Jugo
7436942114975,Leche con Avena de 140 ml,Pil,Leche con Avena
7436942278815,Jugo de Durazno Ades de 200 ml,Ades,Jugo de Frutas
7436942311583,Juguito de Naranja Pil de 150 ml,Pil,Jugo de Frutas
7436942737567,Leche Entera Del Campo de 946 ml,Del Campo,Leche
7436942803103,Leche de Banana Soy Pil de 946 ml,Soy,Leche de Banana
7436943065247,Leche Deslactosada Pil de 1000 ml,Pil,Leche Deslactosada
7436943294623,Leche Enriquecida Bonle de 900 ml,Bonle,Leche
7436944375967,Sal Yodada y Fluorada de 1000 gr,Industria Salinera Boliviana SRL,Sal
7436944474271,Sante Sport Uva de 500 ml,Sante,Rehidratante
7436944539807,Azucar Unagro de 1000 gr,Unagro,Azucar
7436945457311,Papel Toalla Multiuso Scott de 3 Uni,Scott,Papel Toalla
7436945817759,Limonada Cero Azucar La CabaÃ±a de 2000 ml,La CabaÃ±a,Limonada
7436946079903,Sopa Instantanea de Gallina Ajinomen de 85 gr,Ajinomen,Sopa
7436946342047,Powerade sabor Uva de 990 ml,Powerade,Rehidratante
7436946473119,Nectar de Durazno Pil de 330 ml,Pil,Nectar de Frutas
7436946997407,Limonada con Gas La CabaÃ±a de 500 ml,La CabaÃ±a,Limonada
7436947259551,Esponja de Acero Bombril de 8 Uni 60 gr,Bombril,Bombril
7436947554463,Jabon Blanco Extremo Bolivar de 210 gr,Bolivar,Jabon
7436947783839,Pate Higado de Cerdo Sofia de 100 gr,Sofia,Higado de Cerdo
7436947849375,Limonada Cero La CabaÃ±a de 500 ml,La CabaÃ±a,Limonada
7436947980447,Detergente Patito Limon de 640 gr,Patito,Detergente
7436948144287,Cheetos Horneados Queso de 29 gr,Frito lay,Cheetos
7436948668575,Jugo de Manzana Aquarius de 500 ml,Aquarius,Jugos de Frutas
7436949029023,Mayonesa Light Hellmanns de 475 gr,Hellmanns,Mayonesa
7436949553311,Papel Higienico Clasico Nacional de 6 Uni,Nacional,Papel Higienico
7436949618847,Te Clasico Windsor de 50 u,Windsor,Te
7436949651615,Insecticida Mata Moscas y Mosquitos Baygon Azul de 300 ml,Baygon,Insecticida
7436949717151,Papel Toalla Clasica Megarrollo Nova de 1 Uni,Nova,Papel Toalla
7436949880991,Toallas Femeninas Invisible Nosotras de 10 Uni,Nosotras,Toalla Femenina
7436949946527,Chocolate Costa Vizzio de 21 gr,Vizzio,Chocolate
7436949979295,Detergente en Polvo Omo Matic de 2000 gr,Omo,Detergente
7436950339743,Empanadas Integrales con Queso Bread King de 5 Uni,Bread King,Empanada Integral
7436950831263,Ketchup Hellmanns de 500 G,Hellmanns,Ketchup
7436950864031,Ketchup Hellmanns de 400 G,Hellmanns,Ketchup
7436951158943,Papel Higienico Doble Hoja Scott de 6 Uni,Scott,Papel Higienico
7436951879839,Mayonesa Clasica Hellmanns de 475 gr,Hellmanns,Mayonesa
7436952141983,Sante Sport de Naranja de 500 ml,Sante,Rehidratante
7436952240287,Salsa Roja Don Vittorio de 200 gr,Don Vittorio,Salsa Roja
7436953288863,Hamburguesa sabor Picana de Res Sofia de 83 gr,Sofia,Hamburguesa
7436953682079,Juguito de PiÃ±a Pil de 150 ml,Pil,Jugo de Frutas
7436954304671,Caldo de Pollo Maggi de 75 gr,Maggi,Caldo de Pollo
7436954763423,Gomitas Tiburoncin Mogul de 30 gr,Mogul,Masticable
7436956860575,Fideo Instantaneo sabor Mexicano Nissin de 85 gr,Nissin,Fideo
7436956893343,Sopa Instantanea sabor Pollo Picante Maruchan de 64 gr,Maruchan,Sopa
7436956991647,Sopa con Fideos Caracolitos Knorr de 1075 gr,Knorr,Sopa
7436957253791,Atun Solido en Aceite Norte de 170 gr,Norte,Atun en Aceite
7436957286559,Pickeos de Queso Dr Picks de 200 gr,Dr. Picks,Pickeos
7436957483167,Atun Desmenuzado en Agua Gustoso 170 gr,Gustoso,Atun en Agua
7436958040223,Pate de Higado de Cerdo Sofia de 240 gr,Sofia,Pate de Higado
7436958269599,Mermelada Dietetica de Durazno Arcor de 390 gr,Arcor,Mermelada
7436958433439,Sopa Instantanea sabor Pollo Ajinomen de 51 gr,Ajinomen,Sopa
7436959678623,Sopa Instantanea sabor Camaron Nissin Ramen de 85 gr,Nissin Ramen,Sopa
7436959776927,Sopa Instantanea Calabresa Hot de 85 gr,Nissin Ramen,Sopa Instantanea
7436959940767,Saca Grasa Sapolio de 500 ml,Sapolio,Saca Grasa
7436960792735,Sopa Instantanea sabor Gallina Ajinomen Ajinomoto de 51 gr,Ajinomen,Sopa Instantanea
7436962398367,Sopa Instantanea saboor Costilla Nissin Ramen de 85 gr,Nissin Ramen,Sopa Instantanea
7436963610783,Galletas Cookies Visconti de 60 gr,Visconti,Galletas
7436963676319,Dulce de Leche Sancor de 250 gr,Sancor,Dulce de Leche
7436964003999,Insecticida Mata Todo Tyson de 500 ml,Tyson,Insectisida
7436964069535,Papas Pre Fritas Tradiconales Sofia de 400 gr,Sofia,Papas Fritas
7436964135071,Mostaza con Miel Cepera de 400 gr,Cepera,Mostaza
7436964757663,Salsa Barbacoa Hellmanns de 500 gr,Hellmanns,Salsa Barbacoa
7436966363295,Dulce de Leche Estilo Colonia La Serenisima,La Serenisima,Dulce de Leche
7436966625439,Papas Fritas Congeladas Simplot de 2500 gr,Simplot,Papas Fritas
7436966658207,Ketchup Heinz de 567 G,Heinz,Ketchup
7436966953119,Sopa de Gallina Picante Ajinomen Ajinomoto de 51 gr,Ajinomen,Sopa
7436967116959,Hamburguesa de Res Premium Fridosa de 600 gr 4 Uni,Fridosa,Hamburguesa
7436967837855,Endulcorante Liquido Dietetico Chuker de 500Cc+100 ml,Ckuker,Endulcorante
7436967936159,Mayonesa Hellmanns de 950 gr,Hellmanns,Mayonesa
7436968689823,Margarina Reyna Pil de 850 gr,Reyna,Margarina
7436969476255,Insecticida Mata Mosca Tyson de 500 ml,Tyson,Insectisida
7436969771167,Lavavajilla Proteccion Colageno y Pomelo Ola de 1100 ml,Ola,Lavavajilla
7436969902239,Lavavajilla Limon Sapolio de 1250 ml,Sapolio,Lavavajilla
7436983697567,Pan Molde con Semillas Oroweat de 600 gr,Oroweat,Pan Molde
7436984516767,Cuernito con Queso Fidalga,Fidalga,Cuernito con Queso
7450140672159,Nachos Crespas Mexican Food de 200 gr,Mexican Food,Nachos
7450141917343,Pan Molde Blanco 3 Hermanos,3 Hermanos,Pan Molde
7450144931999,Pan Molde Integral American King de 300 gr,American King,Pan Molde
7450145292447,Pan de Hamburguesa Junior American Bread de 8 Uni,American Bread,Pan Hamburguesa
7450148044959,Pan para Panchito Victoria de 14 Uni 470 gr,Victoria,Pan para Panchito
7450148995231,Pan Molde con Chia Bread King de 500 gr,Bread King,Pan Molde
7450149093535,Galleta de Almendra Vikingo,Vikingo,Galleta
7453763666079,Pan Molde Blanco Grande Fidalga,Fidalga,Pan Molde
7392496615583,Hamburguesa de Res Fridosa Express 6 u 330 g,Fridosa,Hamburguesas
7392499761311,Gomitas Frutales Mogul 80 g,Mogul,Gomitas
7392503988383,Nectar Juguito de Manzana 150 ml,Pil,Jugo de Fruta
7392504578207,Leche Chocolatada Chicolac 140 ml,Pil,Leche de Chocolate
7392505954463,Leche Natural Pil 946 ml,Pil,Leche
7392508838047,Pure de Papas Maggi 250 g,Maggi,Pure de Papas
7392509657247,Mayonesa Hellmanns Clasica 250 g,Hellmann's,Mayonesa
7392509821087,Salsa Barbacoa Hellmann's 400 g,Hellmann's,Salsa Barbacoa
7392510017695,Salsa De Tomate Pomarola Italiana 200 g,Carozzi,Salsa de Tomate
7392511164575,Sopa Instantanea de Pollo y Verdura Ajinomen 80 g,Ajinomen,Sopa Instantanea
7392511230111,Sopa Instantanea sabor Costilla de Res AjÃ­-No-Men 80 g,Ajinomen,Sopa Instantanea
7392583123103,AtÃºn en Aceite de Oliva Van CampÂ´s 160 g,Van Camps,Atun en Aceite de Oliva
7392583221407,AtÃºn en Aceite de Oliva Van CampÂ´s 240 g,Van Camps,Atun en Aceite de Oliva
7392583581855,AtÃºn en Agua Van CampÂ´s 184 g,Van Camps,Atun en Agua
7392583680159,AtÃºn en Agua Van CampÂ´s 240 g,Van Camps,Atun en Agua
7392583778463,AtÃºn en Agua Van CampÂ´s 354 g,Van Camps,Atun en Agua
7392586924191,Cerveza Huari Lata 354 ML,Huari,Cerveza
7392588234911,Choclo en Lata Gustoso de 2.9 kg,Gustoso,Choclo en lata
7392589512863,Mix de Chocolates Nestle Caja 200 g,Nestle,Chocolate
7392493142175,Aceite Fino 900 Ml,Fino,Aceite
7392493404319,Agua con Gas Vital 2 L,Vital,Agua con Gas
7392493568159,Aquarius de Pera 2 L,Aquarius,Jugo de Fruta
7392493699231,Aquarius de Pomelo 2 L,Aquarius,Jugo de Fruta
7392495108255,Pasta Dental Colgate Triple Accion 180 G,Colgate,Pasta de Dientes
7392495206559,Azucar Impalpable El Reposterito 200 G,El Reposterito,Azucar Impalpable
7392495304863,Capuccino Vainilla Colcafe 108 G,Colcafe,Cafe
7392495829151,Cerveza Stella Artois 335 ML,Stella Artois,Cerveza
7392495927455,Cerveza Paceña Pilsener Huari 330 ML,PaceÃ±a,Cerveza
